Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Class,"org.json.junit.CDLTest",1,1,1,1,13,0,8,3,1,10,6,0,,0,0,,,,18,2,,,,18,30,0,0,0,18,,287,,,,28,,,,176,,,76,116,83,,,,,,,79,103,56,,,71,,,,,,,,2,2,2,1,,1,1,,88,88,"0.47",23,23,23,18
Public Method,"org.json.junit.CDLTest.badEscapedQuote",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,,,,3,,,,12,,,3,8,5,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.42",2,2,2,1
Public Method,"org.json.junit.CDLTest.checkSpecialChars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,,,,0,,,,15,,,5,12,6,,,,9,1,0,12,13,4,,,12,,,1,1,1,1,0,,,,,0,,0,0,,,"0.40",1,1,1,1
Public Method,"org.json.junit.CDLTest.emptyJSONArrayToString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,,,,0,,,,7,,,4,4,3,,,,3,1,0,3,4,3,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,"0.43",1,1,1,1
Public Method,"org.json.junit.CDLTest.emptyLinesToJSONArray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,,,,0,,,,7,,,4,4,3,,,,2,1,0,3,4,3,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,"0.43",1,1,1,1
Public Method,"org.json.junit.CDLTest.emptyString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,,,,0,,,,7,,,4,4,3,,,,2,1,0,3,4,3,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,"0.43",1,1,1,1
Public Method,"org.json.junit.CDLTest.exceptionOnNullString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,,,,0,,,,5,,,3,2,4,,,,1,1,0,2,3,2,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.80",1,1,1,1
Public Method,"org.json.junit.CDLTest.jsonArrayToJSONArray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,,,,0,,,,9,,,7,6,4,,,,3,1,0,6,7,6,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,"0.44",1,1,1,1
Public Method,"org.json.junit.CDLTest.nullInName",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,,,,1,,,,12,,,3,8,4,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.33",2,2,2,1
Public Method,"org.json.junit.CDLTest.nullJSONArrayToString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,,,,0,,,,4,,,2,1,3,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.75",1,1,1,1
Public Method,"org.json.junit.CDLTest.nullJSONArraysToString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,,,,0,,,,6,,,3,3,3,,,,2,1,0,2,3,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,"0.50",1,1,1,1
Public Method,"org.json.junit.CDLTest.onlyColumnNames",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,,,,0,,,,7,,,4,4,3,,,,2,1,0,3,4,3,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,"0.43",1,1,1,1
Public Method,"org.json.junit.CDLTest.singleEscapedQuote",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,,,,1,,,,10,,,5,7,3,,,,4,1,0,7,8,4,,,6,,,1,1,1,1,0,,,,,0,,0,0,,,"0.30",1,1,1,1
Public Method,"org.json.junit.CDLTest.singleEscapedQuoteMiddleString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,,,,1,,,,10,,,5,7,4,,,,4,1,0,7,8,4,,,6,,,1,1,1,1,0,,,,,0,,0,0,,,"0.40",1,1,1,1
Public Method,"org.json.junit.CDLTest.textToJSONArray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,,,0,,,,6,,,4,3,3,,,,3,1,0,3,4,3,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,"0.50",1,1,1,1
Public Method,"org.json.junit.CDLTest.textToJSONArrayAndBackToString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,,,,0,,,,8,,,6,5,4,,,,4,1,0,5,6,5,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,"0.50",1,1,1,1
Public Method,"org.json.junit.CDLTest.unbalancedEscapedQuote",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,,,,1,,,,12,,,3,8,4,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.33",2,2,2,1
Public Method,"org.json.junit.CDLTest.unbalancedQuoteInName",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,,,,0,,,,12,,,3,8,4,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.33",2,2,2,1
Public Method,"org.json.junit.CDLTest.unbalancedQuoteInValue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,,,,1,,,,12,,,3,8,4,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.33",2,2,2,1
Public Class,"org.json.junit.CookieListTest",1,1,1,1,16,0,11,4,1,9,4,0,,0,0,,,,9,0,,,,9,21,0,0,0,9,,175,,,,10,,,,107,,,44,74,58,,,,,,,55,66,32,,,48,,,,,,,,2,2,2,1,,1,1,,0,0,"0.54",10,10,10,9
Public Method,"org.json.junit.CookieListTest.convertCookieListToString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,28,,,,1,,,,21,,,7,17,6,,,,11,1,0,12,13,5,,,11,,,1,1,1,1,0,,,,,0,,0,0,,,"0.29",1,1,1,1
Public Method,"org.json.junit.CookieListTest.convertCookieListWithNullValueToString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,0,,,,7,,,4,4,3,,,,5,1,0,4,5,3,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,"0.43",1,1,1,1
Public Method,"org.json.junit.CookieListTest.convertEncodedCookieListToString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,24,,,,0,,,,19,,,6,15,5,,,,10,1,0,10,11,4,,,9,,,1,1,1,1,0,,,,,0,,0,0,,,"0.26",1,1,1,1
Public Method,"org.json.junit.CookieListTest.emptyStringCookieList",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,,,,0,,,,6,,,4,3,3,,,,3,1,0,3,4,3,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,"0.50",1,1,1,1
Public Method,"org.json.junit.CookieListTest.malFormedCookieListException",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,,,,0,,,,12,,,3,8,7,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.58",2,2,2,1
Public Method,"org.json.junit.CookieListTest.multiPartCookieList",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,24,,,,0,,,,19,,,6,15,5,,,,10,1,0,10,11,4,,,9,,,1,1,1,1,0,,,,,0,,0,0,,,"0.26",1,1,1,1
Public Method,"org.json.junit.CookieListTest.nullCookieListException",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,,,,0,,,,5,,,3,2,4,,,,1,1,0,2,3,2,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.80",1,1,1,1
Public Method,"org.json.junit.CookieListTest.simpleCookieList",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,,,,0,,,,8,,,5,5,4,,,,10,1,0,5,6,4,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,"0.50",1,1,1,1
Public Method,"org.json.junit.CookieListTest.simpleCookieListWithDelimiter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,,,,0,,,,8,,,5,5,4,,,,10,1,0,5,6,4,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,"0.50",1,1,1,1
Public Class,"org.json.junit.CookieTest",1,1,1,1,18,0,13,5,1,9,5,0,,0,0,,,,11,0,,,,11,23,0,0,0,11,,230,,,,10,,,,145,,,64,100,75,,,,,,,55,70,46,,,40,,,,,,,,2,2,2,1,,1,1,,0,0,"0.52",14,14,14,11
Public Method,"org.json.junit.CookieTest.booleanAttribute",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,,,,0,,,,8,,,4,5,5,,,,3,1,0,5,6,3,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,"0.63",1,1,1,1
Public Method,"org.json.junit.CookieTest.convertCookieToString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,38,,,,0,,,,27,,,13,21,11,,,,4,1,0,10,11,9,,,7,,,1,1,1,1,0,,,,,0,,0,0,,,"0.41",1,1,1,1
Public Method,"org.json.junit.CookieTest.convertEncodedCookieToString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,,,,0,,,,22,,,10,17,6,,,,4,1,0,8,9,7,,,6,,,1,1,1,1,0,,,,,0,,0,0,,,"0.27",1,1,1,1
Public Method,"org.json.junit.CookieTest.emptyNameCookieException",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,,,,0,,,,12,,,3,8,6,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.50",2,2,2,1
Public Method,"org.json.junit.CookieTest.emptyStringCookieException",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,,,,0,,,,12,,,3,8,5,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.42",2,2,2,1
Public Method,"org.json.junit.CookieTest.escapeString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,,,,0,,,,8,,,5,5,6,,,,3,1,0,4,5,4,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,"0.75",1,1,1,1
Public Method,"org.json.junit.CookieTest.malFormedNameValueException",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,,,,0,,,,12,,,3,8,5,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.42",2,2,2,1
Public Method,"org.json.junit.CookieTest.multiPartCookie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,,,,0,,,,21,,,8,16,5,,,,3,1,0,5,6,5,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,"0.24",1,1,1,1
Public Method,"org.json.junit.CookieTest.nullCookieException",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,,,,0,,,,5,,,3,2,4,,,,1,1,0,2,3,2,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.80",1,1,1,1
Public Method,"org.json.junit.CookieTest.simpleCookie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,,,,0,,,,8,,,6,5,3,,,,3,1,0,5,6,5,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,"0.38",1,1,1,1
Public Method,"org.json.junit.CookieTest.unescapeString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,,,,0,,,,8,,,5,5,6,,,,3,1,0,4,5,4,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,"0.75",1,1,1,1
Public Class,"org.json.junit.EnumTest",1,1,1,1,49,7,30,11,1,16,8,0,,0,0,,,,8,0,,,,8,20,0,0,0,8,,409,,,,69,,,,246,,,64,218,94,,,,,,,211,222,55,,,194,,,,,,,,3,3,3,1,,1,1,,0,0,"0.38",10,10,10,8
Public Method,"org.json.junit.EnumTest.enumAPI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,116,,,,23,,,,59,,,8,56,34,,,,19,4,1,51,54,7,,,52,,,3,3,3,1,2,,,,,0,,1,0,,,"0.58",3,3,3,1
Public Method,"org.json.junit.EnumTest.enumPut",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,35,,,,4,,,,22,,,7,19,9,,,,21,1,0,19,20,6,,,17,,,1,1,1,1,0,,,,,0,,0,0,,,"0.41",1,1,1,1
Public Method,"org.json.junit.EnumTest.enumToString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,72,,,,12,,,,50,,,10,47,10,,,,27,1,0,47,48,9,,,44,,,1,1,1,1,0,,,,,0,,0,0,,,"0.20",1,1,1,1
Public Method,"org.json.junit.EnumTest.enumValueToString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,,,,2,,,,20,,,11,17,8,,,,6,1,0,14,15,10,,,9,,,1,1,1,1,0,,,,,0,,0,0,,,"0.40",1,1,1,1
Public Method,"org.json.junit.EnumTest.jsonObjectFromEnum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,41,,,,5,,,,23,,,8,20,13,,,,17,1,0,19,20,6,,,17,,,1,1,1,1,0,,,,,0,,0,0,,,"0.57",1,1,1,1
Public Method,"org.json.junit.EnumTest.jsonObjectFromEnumWithNames",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,31,,,,3,,,,21,,,7,16,7,,,,11,1,0,18,19,6,,,14,,,1,1,1,1,0,,,,,0,,0,0,,,"0.33",1,1,1,1
Public Method,"org.json.junit.EnumTest.verifyEnumConsistency",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,39,,,,7,,,,29,,,6,26,3,,,,12,1,0,26,27,5,,,25,,,1,1,1,1,0,,,,,0,,0,0,,,"0.10",1,1,1,1
Public Method,"org.json.junit.EnumTest.wrap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,,,,5,,,,20,,,6,17,5,,,,15,1,0,17,18,5,,,16,,,1,1,1,1,0,,,,,0,,0,0,,,"0.25",1,1,1,1
Public Class,"org.json.junit.HTTPTest",1,1,1,1,19,0,13,5,1,9,5,0,,0,0,,,,9,0,,,,9,21,0,0,0,9,,188,,,,9,,,,127,,,64,87,54,,,,,,,53,64,45,,,38,,,,,,,,2,2,2,1,,1,1,,0,0,"0.43",10,10,10,9
Public Method,"org.json.junit.HTTPTest.convertHTTPRequestToString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32,,,,0,,,,24,,,10,19,8,,,,5,1,0,10,11,7,,,8,,,1,1,1,1,0,,,,,0,,0,0,,,"0.33",1,1,1,1
Public Method,"org.json.junit.HTTPTest.convertHTTPResponseToString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29,,,,0,,,,21,,,10,16,8,,,,5,1,0,10,11,7,,,8,,,1,1,1,1,0,,,,,0,,0,0,,,"0.38",1,1,1,1
Public Method,"org.json.junit.HTTPTest.emptyStringHTTPRequest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,,,,0,,,,8,,,6,5,5,,,,3,1,0,5,6,5,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,"0.63",1,1,1,1
Public Method,"org.json.junit.HTTPTest.extendedHTTPRequest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,,,,0,,,,21,,,8,16,10,,,,4,1,0,6,7,5,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,"0.48",1,1,1,1
Public Method,"org.json.junit.HTTPTest.extendedHTTPResponse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,,,,0,,,,16,,,8,11,4,,,,3,1,0,5,6,5,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,"0.25",1,1,1,1
Public Method,"org.json.junit.HTTPTest.notEnoughHTTPException",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,,,,0,,,,12,,,4,8,4,,,,5,2,0,5,7,3,,,5,,,2,2,2,1,1,,,,,0,,1,0,,,"0.33",2,2,2,1
Public Method,"org.json.junit.HTTPTest.nullHTTPException",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,,,,0,,,,5,,,3,2,4,,,,1,1,0,2,3,2,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.80",1,1,1,1
Public Method,"org.json.junit.HTTPTest.simpleHTTPRequest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,,,,0,,,,9,,,7,5,4,,,,3,1,0,5,6,5,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,"0.44",1,1,1,1
