Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Method,"org.json.junit.JSONArrayTest.optStringConversion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,0,,,,17,,,3,14,3,,,,25,1,0,14,15,2,,,14,,,1,1,1,1,0,,,,,0,,0,0,,,"0.18",1,1,1,1
Public Method,"org.json.junit.JSONArrayTest.put",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,77,,,,8,,,,54,,,12,48,15,,,,33,1,0,41,42,8,,,39,,,1,1,1,1,0,,,,,0,,0,0,,,"0.28",1,1,1,1
Public Method,"org.json.junit.JSONArrayTest.putIndex",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,80,,,,8,,,,59,,,12,53,13,,,,34,2,0,44,46,8,,,43,,,2,2,2,1,1,,,,,0,,1,0,,,"0.22",2,2,2,1
Public Method,"org.json.junit.JSONArrayTest.queryWithNoResult",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,0,,,,4,,,2,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.JSONArrayTest.remove",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,,,,0,,,,12,,,5,8,4,,,,5,1,0,6,7,3,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,"0.33",1,1,1,1
Public Method,"org.json.junit.JSONArrayTest.testIssue682SimilarityOfJSONString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,,,,1,,,,19,,,8,15,0,,,,6,1,0,6,8,5,,,6,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Anonymous Class,"org.json.junit.JSONArrayTest.testIssue682SimilarityOfJSONString.(Anon_1)",1,1,1,1,4,0,4,0,2,2,0,0,,0,0,,,,1,0,,,,1,13,0,0,0,1,,5,,,,0,,,,5,,,0,4,0,,,,,,,1,2,1,,,1,,,,,,,,1,1,1,1,,1,0,,0,0,"0.00",1,1,1,1
Public Method,"org.json.junit.JSONArrayTest.testIssue682SimilarityOfJSONString.(Anon_1).toJSONString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,0,,,,4,,,0,3,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.JSONArrayTest.testJSONArrayConstructor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,,,,1,,,,13,,,4,9,4,,,,9,2,0,8,10,4,,,8,,,2,2,2,1,0,,,,,0,,1,0,,,"0.31",2,2,2,1
Public Method,"org.json.junit.JSONArrayTest.testJSONArrayInt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,,,,0,,,,12,,,2,8,7,,,,4,2,0,4,6,1,,,5,,,2,2,2,1,1,,,,,0,,1,0,,,"0.58",2,2,2,1
Public Method,"org.json.junit.JSONArrayTest.testJSONArrayPutAll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,,,,1,,,,14,,,4,10,4,,,,10,2,0,9,11,4,,,9,,,2,2,2,1,0,,,,,0,,1,0,,,"0.29",2,2,2,1
Public Method,"org.json.junit.JSONArrayTest.testObjectConstructor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,34,,,,2,,,,24,,,7,18,8,,,,8,4,1,14,17,5,,,15,,,3,3,3,1,2,,,,,0,,1,0,,,"0.33",3,3,3,1
Public Method,"org.json.junit.JSONArrayTest.toJSONObject",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,,,,0,,,,10,,,4,7,3,,,,6,1,0,4,5,3,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,"0.30",1,1,1,1
Public Method,"org.json.junit.JSONArrayTest.toList",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,81,,,,13,,,,60,,,14,56,8,,,,16,1,0,43,44,12,,,42,,,1,1,1,1,0,,,,,0,,0,0,,,"0.13",1,1,1,1
Public Method,"org.json.junit.JSONArrayTest.unclosedArray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,,,,0,,,,10,,,2,6,4,,,,4,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,"0.40",2,2,2,1
Public Method,"org.json.junit.JSONArrayTest.unclosedArray2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,,,,0,,,,10,,,2,6,4,,,,4,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,"0.40",2,2,2,1
Public Method,"org.json.junit.JSONArrayTest.unclosedArray3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,,,,0,,,,10,,,2,6,4,,,,4,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,"0.40",2,2,2,1
Public Method,"org.json.junit.JSONArrayTest.verifyConstructor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,,,,5,,,,25,,,11,21,3,,,,7,1,0,14,15,8,,,14,,,1,1,1,1,0,,,,,0,,0,0,,,"0.12",1,1,1,1
Public Method,"org.json.junit.JSONArrayTest.verifyPutAll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38,,,,7,,,,26,,,6,21,5,,,,11,4,1,15,18,7,,,14,,,3,3,3,1,0,,,,,0,,1,0,,,"0.19",3,3,3,1
Public Method,"org.json.junit.JSONArrayTest.verifyPutCollection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,35,,,,5,,,,27,,,11,23,3,,,,10,1,0,14,15,8,,,14,,,1,1,1,1,0,,,,,0,,0,0,,,"0.11",1,1,1,1
Public Method,"org.json.junit.JSONArrayTest.verifyPutMap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,44,,,,6,,,,35,,,15,31,3,,,,10,1,0,18,19,10,,,18,,,1,1,1,1,0,,,,,0,,0,0,,,"0.09",1,1,1,1
Public Method,"org.json.junit.JSONArrayTest.verifySimilar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,,,,5,,,,28,,,14,25,3,,,,8,1,0,10,11,8,,,8,,,1,1,1,1,0,,,,,0,,0,0,,,"0.11",1,1,1,1
Public Method,"org.json.junit.JSONArrayTest.write",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,,,,0,,,,23,,,8,19,3,,,,10,1,0,11,13,7,,,10,,,1,1,4,1,0,,,,,0,,1,0,,,"0.13",1,1,4,1
Public Method,"org.json.junit.JSONArrayTest.write3Param",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,48,,,,1,,,,41,,,10,36,6,,,,10,1,0,17,20,9,,,17,,,1,1,7,1,0,,,,,0,,1,0,,,"0.15",1,1,7,1
Public Class,"org.json.junit.JSONMLTest",1,1,1,1,27,0,20,6,1,12,8,0,,0,0,,,,32,0,,,,32,44,0,0,0,32,,978,,,,65,,,,656,,,162,520,271,,,,,,,159,214,108,,,142,,,,,,,,2,2,2,1,,1,1,,0,0,"0.41",54,54,54,32
Public Method,"org.json.junit.JSONMLTest.commentsInXML",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,,,,1,,,,28,,,10,23,8,,,,4,1,0,8,9,7,,,6,,,1,1,1,1,0,,,,,0,,0,0,,,"0.29",1,1,1,1
Public Method,"org.json.junit.JSONMLTest.emptyJSONXMLException",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,,,,0,,,,12,,,3,8,7,,,,5,2,0,4,6,2,,,5,,,2,2,2,1,1,,,,,0,,1,0,,,"0.58",2,2,2,1
Public Method,"org.json.junit.JSONMLTest.emptyTagException",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35,,,,0,,,,22,,,5,17,14,,,,5,2,0,5,7,3,,,5,,,2,2,2,1,1,,,,,0,,1,0,,,"0.64",2,2,2,1
Public Method,"org.json.junit.JSONMLTest.emptyXMLException",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,,,,0,,,,12,,,3,8,4,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.33",2,2,2,1
Public Method,"org.json.junit.JSONMLTest.invalidBangInTagException",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,,,,0,,,,20,,,4,15,5,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.25",2,2,2,1
Public Method,"org.json.junit.JSONMLTest.invalidBangNoCloseInTagException",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29,,,,0,,,,20,,,4,15,10,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.50",2,2,2,1
Public Method,"org.json.junit.JSONMLTest.invalidCDATABangInTagException",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29,,,,0,,,,20,,,4,15,10,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.50",2,2,2,1
Public Method,"org.json.junit.JSONMLTest.invalidSlashInTagException",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,,,,0,,,,20,,,4,15,11,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.55",2,2,2,1
Public Method,"org.json.junit.JSONMLTest.noCloseEndBraceException",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29,,,,0,,,,20,,,4,15,10,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.50",2,2,2,1
Public Method,"org.json.junit.JSONMLTest.noCloseEndTagException",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29,,,,0,,,,20,,,4,15,10,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.50",2,2,2,1
Public Method,"org.json.junit.JSONMLTest.noCloseStartTagException",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29,,,,0,,,,20,,,4,15,10,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.50",2,2,2,1
Public Method,"org.json.junit.JSONMLTest.nonXMLException",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,,,,0,,,,12,,,3,8,7,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.58",2,2,2,1
Public Method,"org.json.junit.JSONMLTest.nullJSONXMLException",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,,,,0,,,,5,,,3,2,7,,,,1,1,0,2,3,2,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"1.40",1,1,1,1
Public Method,"org.json.junit.JSONMLTest.nullXMLException",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,,,,0,,,,5,,,3,2,4,,,,1,1,0,2,3,2,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.80",1,1,1,1
Public Method,"org.json.junit.JSONMLTest.spaceInTagException",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35,,,,0,,,,22,,,5,17,14,,,,5,2,0,5,7,3,,,5,,,2,2,2,1,1,,,,,0,,1,0,,,"0.64",2,2,2,1
Public Method,"org.json.junit.JSONMLTest.testIssue484InfinteLoop1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,0,,,,11,,,2,7,0,,,,4,2,0,3,5,1,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",2,2,2,1
Public Method,"org.json.junit.JSONMLTest.testIssue484InfinteLoop2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,,,,0,,,,13,,,4,9,0,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",2,2,2,1
Public Method,"org.json.junit.JSONMLTest.testToJSONArrayMaxNestingDepthIsRespectedWithValidXML",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21,,,,3,,,,18,,,5,14,0,,,,6,2,0,5,7,3,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",2,2,2,1
Public Method,"org.json.junit.JSONMLTest.testToJSONArrayMaxNestingDepthOf42IsRespected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,3,,,,12,,,4,8,0,,,,8,2,0,5,7,3,,,5,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",2,2,2,1
Public Method,"org.json.junit.JSONMLTest.testToJSONArrayMaxNestingDepthWithValidFittingXML",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,2,,,,18,,,5,14,0,,,,4,2,0,5,7,3,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",2,2,2,1
Public Method,"org.json.junit.JSONMLTest.testToJSONArray_jsonOutput",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,,,,0,,,,7,,,5,4,4,,,,3,1,0,4,5,4,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,"0.57",1,1,1,1
Public Method,"org.json.junit.JSONMLTest.testToJSONArray_reversibility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,,,,0,,,,6,,,4,3,3,,,,3,1,0,3,4,3,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,"0.50",1,1,1,1
Public Method,"org.json.junit.JSONMLTest.testToJSONArray_reversibility2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,,,,1,,,,9,,,6,6,4,,,,4,1,0,6,7,5,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,"0.44",1,1,1,1
Public Method,"org.json.junit.JSONMLTest.testToJSONArray_reversibility3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,,,,0,,,,7,,,5,4,3,,,,3,1,0,4,5,4,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,"0.43",1,1,1,1
Public Method,"org.json.junit.JSONMLTest.testToJSONObjectMaxDefaultNestingDepthIsRespected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13,,,,2,,,,11,,,3,7,0,,,,7,2,0,4,6,2,,,5,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",2,2,2,1
Public Method,"org.json.junit.JSONMLTest.testToJSONObjectMaxNestingDepthIsRespectedWithValidXML",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21,,,,3,,,,18,,,5,14,0,,,,6,2,0,5,7,3,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",2,2,2,1
Public Method,"org.json.junit.JSONMLTest.testToJSONObjectMaxNestingDepthOf42IsRespected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,3,,,,12,,,4,8,0,,,,8,2,0,5,7,3,,,5,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",2,2,2,1
Public Method,"org.json.junit.JSONMLTest.testToJSONObjectMaxNestingDepthWithValidFittingXML",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,2,,,,18,,,5,14,0,,,,4,2,0,5,7,3,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",2,2,2,1
Public Method,"org.json.junit.JSONMLTest.testToJSONObjectUnlimitedNestingDepthIsPossible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16,,,,1,,,,15,,,5,11,0,,,,6,2,0,5,7,3,,,5,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",2,2,2,1
Public Method,"org.json.junit.JSONMLTest.testToJSONObject_reversibility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,,,,0,,,,11,,,8,8,4,,,,6,1,0,8,9,7,,,7,,,1,1,1,1,0,,,,,0,,0,0,,,"0.36",1,1,1,1
Public Method,"org.json.junit.JSONMLTest.toJSONArray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,,,,0,,,,29,,,10,24,20,,,,4,1,0,8,9,7,,,6,,,1,1,1,1,0,,,,,0,,0,0,,,"0.69",1,1,1,1
Public Method,"org.json.junit.JSONMLTest.toJSONObjectToJSONArray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,230,,,,7,,,,181,,,18,175,45,,,,8,1,0,18,19,14,,,15,,,1,1,1,1,0,,,,,0,,0,0,,,"0.25",1,1,1,1
Public Class,"org.json.junit.JSONObjectLocaleTest",1,1,1,1,39,3,14,22,1,4,3,0,,0,0,,,,1,0,,,,1,13,0,0,0,1,,46,,,,3,,,,16,,,6,11,27,,,,,,,11,13,5,,,11,,,,,,,,1,1,1,1,,1,0,,0,0,"1.69",1,1,1,1
Public Method,"org.json.junit.JSONObjectLocaleTest.jsonObjectByLocaleBean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,,,,3,,,,14,,,5,11,22,,,,6,1,0,11,12,4,,,11,,,1,1,1,1,0,,,,,0,,0,0,,,"1.57",1,1,1,1
Public Class,"org.json.junit.JSONObjectNumberTest",1,1,1,1,4,0,4,0,1,15,5,0,,1,0,,,,20,3,,,,21,33,0,0,0,21,,129,,,,22,,,,103,,,46,36,4,,,,,,,25,47,25,,,22,,,,,,,,1,1,1,1,,1,0,,36,36,"0.04",21,21,21,21
Public Constructor,"org.json.junit.JSONObjectNumberTest.JSONObjectNumberTest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,2,0,,,,3,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Static Method,"org.json.junit.JSONObjectNumberTest.data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,,,,0,,,,17,,,2,14,4,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.24",1,1,1,1
Public Method,"org.json.junit.JSONObjectNumberTest.setJsonObject",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,2,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.JSONObjectNumberTest.testGetBigDecimal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,2,1,0,,,,4,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.JSONObjectNumberTest.testGetBigInteger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,2,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.JSONObjectNumberTest.testGetDouble",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,2,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.JSONObjectNumberTest.testGetFloat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,2,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.JSONObjectNumberTest.testGetInt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,2,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.JSONObjectNumberTest.testGetLong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,2,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.JSONObjectNumberTest.testGetNumber",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,2,1,0,,,,4,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.JSONObjectNumberTest.testOptBigDecimal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,2,1,0,,,,4,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.JSONObjectNumberTest.testOptBigInteger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,2,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.JSONObjectNumberTest.testOptDouble",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,2,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.JSONObjectNumberTest.testOptDoubleObject",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,2,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.JSONObjectNumberTest.testOptFloat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,2,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.JSONObjectNumberTest.testOptFloatObject",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,2,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.JSONObjectNumberTest.testOptInt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,2,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.JSONObjectNumberTest.testOptIntegerObject",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,2,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.JSONObjectNumberTest.testOptLong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,2,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.JSONObjectNumberTest.testOptLongObject",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,2,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.JSONObjectNumberTest.testOptNumber",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,2,1,0,,,,4,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Class,"org.json.junit.JSONObjectTest",1,1,1,1,34,1,26,6,1,67,31,0,,0,1,,,,97,0,,,,97,109,0,0,0,97,,3525,,,,234,,,,2615,,,628,2227,683,,,,,,,1411,1576,471,,,1392,,,,,,,,21,21,21,1,,1,3,,0,0,"0.26",165,165,171,97
Public Method,"org.json.junit.JSONObjectTest.bigNumberOperations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,199,,,,9,,,,145,,,26,141,45,,,,51,16,1,98,103,23,,,102,,,5,5,5,1,4,,,,,0,,1,0,,,"0.31",5,5,5,1
Public Method,"org.json.junit.JSONObjectTest.emptyJsonObject",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,,,,0,,,,6,,,3,3,3,,,,4,1,0,3,4,2,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,"0.50",1,1,1,1
Public Method,"org.json.junit.JSONObjectTest.emptyJsonObjectNamesToJsonAray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,,,,0,,,,8,,,4,5,4,,,,6,1,0,5,6,3,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,"0.50",1,1,1,1
Public Method,"org.json.junit.JSONObjectTest.equals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,,,,0,,,,8,,,4,5,6,,,,4,1,0,4,5,3,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,"0.75",1,1,1,1
Public Method,"org.json.junit.JSONObjectTest.invalidEscapeSequence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,0,,,,5,,,3,2,0,,,,2,1,0,2,3,2,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.JSONObjectTest.issue654IncorrectNestingNoKey1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,,,,0,,,,6,,,3,3,3,,,,3,1,0,3,4,2,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,"0.50",1,1,1,1
Public Method,"org.json.junit.JSONObjectTest.issue654IncorrectNestingNoKey2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,,,,0,,,,6,,,3,3,3,,,,3,1,0,3,4,2,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,"0.50",1,1,1,1
Public Method,"org.json.junit.JSONObjectTest.issue654StackOverflowInput",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,,,,0,,,,8,,,4,5,5,,,,4,1,0,5,6,3,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,"0.63",1,1,1,1
Public Method,"org.json.junit.JSONObjectTest.issue654StackOverflowInputWellFormed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,,,,0,,,,8,,,5,5,4,,,,6,1,0,5,6,4,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,"0.50",1,1,1,1
Public Method,"org.json.junit.JSONObjectTest.jsonInvalidNumberValues",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,48,,,,0,,,,44,,,6,39,4,,,,8,1,0,18,19,4,,,16,,,1,1,1,1,0,,,,,0,,0,0,,,"0.09",1,1,1,1
